"last_name, first_name","player_id","year","pa","home_run","k_percent","bb_percent","b_total_ball","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Alonso, Pete",624413,2019,693,53,26.4,10.4,"1053",".384",".380",36.9,15.8,42.7,"103.52161466","95.867841481",28,46.6
"Conforto, Michael",624424,2019,648,33,23,13,"1023",".358",".371",35.8,11.9,39.2,"100.0477863","94.1312909",27.1,45.8
"Frazier, Adam",624428,2019,608,10,12.3,6.6,"822",".320",".318",36.4,1.9,28.3,"96.108033475","92.07951087",15.6,48.1
"Puig, Yasiel",624577,2019,611,24,21.8,7.2,"813",".330",".328",30,9.2,39.1,"100.971591932","94.613191138",28.2,52.6
"Soler, Jorge",624585,2019,679,48,26.2,10.8,"1088",".378",".396",34.7,16.9,50.1,"104.405603365","96.703293759",32.5,44.1
"Meadows, Austin",640457,2019,591,33,22.2,9.1,"951",".380",".375",38.1,12.5,42.9,"101.27902925","94.853411479",23.5,42.2
"Anderson, Tim",641313,2019,518,18,21,2.9,"525",".363",".321",37.6,5.1,37.6,"98.353274592","93.322923632",24.5,58.6
"Bellinger, Cody",641355,2019,661,47,16.3,14.4,"1088",".414",".430",39.6,12.7,45.9,"101.221347768","94.966274787",23.5,44.6
"Dozier, Hunter",641531,2019,586,26,25.3,9.4,"847",".360",".338",35.8,10,42.9,"102.015977632","95.204411763",27,44.7
"Mancini III, Trey",641820,2019,679,35,21.1,9.3,"986",".373",".362",36.4,10.3,42.7,"101.635240474","95.06039847",26.9,48.1
"McMahon, Ryan",641857,2019,539,24,29.7,10.4,"865",".330",".325",36.6,9,48,"102.348495723","95.712813868",32.4,49.6
"Rosario, Amed",642708,2019,655,15,18.9,4.7,"783",".318",".317",35,4.2,39.5,"98.795593821","93.60288",24.2,52
"Adames, Willy",642715,2019,584,20,26.2,7.9,"844",".313",".320",36.1,8.4,35.6,"99.072984309","93.592578431",27.3,47
"Benintendi, Andrew",643217,2019,615,13,22.8,9.6,"898",".330",".338",40.1,8.1,37.7,"98.241980591","93.339900444",25.2,51.4
"McNeil, Jeff",643446,2019,567,23,13.2,6.2,"668",".384",".350",34.2,4.8,36.7,"98.062735349","93.296269953",19.9,60.1
"Albies, Ozzie",645277,2019,702,24,16,7.7,"863",".354",".346",36.8,6.6,34,"98.232348151","93.247307887",22.9,55.6
"Robles, Victor",645302,2019,617,17,22.7,5.7,"813",".317",".294",34.5,4.8,23,"94.905795816","91.739895663",23.5,49.9
"Devers, Rafael",646240,2019,702,32,17,6.8,"888",".377",".367",33.1,9,48.5,"103.293569886","96.084697628",24,55
"Jiménez, Eloy",650391,2019,504,31,26.6,6,"649",".343",".347",32.4,12.8,47.9,"102.681413214","95.727878512",32.8,49.9
"Torres, Gleyber",650402,2019,604,38,21.4,7.9,"857",".358",".340",38.2,10.1,36.8,"99.178781179","93.678797352",28,51.8
"Chapman, Matt",656305,2019,670,36,21.9,10.9,"1101",".354",".359",25.1,12.1,49,"103.46333537","96.250434176",23.7,42
"Hoskins, Rhys",656555,2019,705,29,24.5,16.5,"1330",".347",".337",31,9.7,38.7,"99.42720995","93.97812603",23.2,39.2
"Schwarber, Kyle",656941,2019,610,38,25.6,11.5,"1029",".357",".376",35.6,14.5,51.2,"104.364394516","96.768710054",28,43.3
"DeJong, Paul",657557,2019,664,30,22.4,9.3,"922",".322",".331",33,8.6,33.9,"98.154188241","93.091659652",24.2,48.8
"Moncada, Yoán",660162,2019,559,25,27.5,7.2,"791",".379",".358",40.4,12.2,47.9,"102.936634056","95.959630724",31.1,47.5
"Acuña Jr., Ronald",660670,2019,715,41,26.3,10.6,"1204",".369",".390",40.5,15,47.4,"103.398305955","96.011363144",27.7,45.5
"Fletcher, David",664058,2019,653,6,9.8,8.4,"957",".318",".319",37.5,0.2,17.1,"93.20784584","90.716838337",9.7,36.3
"Guerrero Jr., Vladimir",665489,2019,514,15,17.7,8.9,"761",".329",".333",30.9,7.7,38.7,"101.626864628","94.89985352",24.5,46.8
"Soto, Juan",665742,2019,659,34,20,16.4,"1199",".394",".409",36.3,12.3,47.8,"102.137286408","95.569584745",24,40.8
"Reynolds, Bryan",668804,2019,546,16,22.2,8.4,"840",".371",".359",37,6.7,41.6,"100.231643152","94.403448207",26.3,48
"Cabrera, Miguel",408234,2021,526,15,22.4,7.6,"709",".305",".315",32.8,8.3,49,"101.953387486","95.613068408",25.8,49.4
"Cruz Jr., Nelson",443558,2021,584,32,21.6,8.7,"809",".346",".363",31.8,13.6,52.5,"105.497885455","97.364589369",30.7,51
"Peralta, David",444482,2021,538,8,17.1,8.6,"749",".314",".293",27.2,5,41.8,"101.204662576","94.748489747",21.3,46.5
"Blackmon, Charlie",453568,2021,582,13,15.6,9.3,"782",".333",".359",32.6,7,38.5,"99.359821596","93.750499272",20.2,47.3
"McCutchen, Andrew",457705,2021,574,27,23,14.1,"919",".335",".344",33.6,9,39.5,"99.449259775","93.945349747",25.9,41.7
"Turner, Justin",457759,2021,612,27,16,10,"955",".358",".359",36.5,7.9,42.4,"99.559758318","94.25153575",17.7,44.5
"Votto, Joey",458015,2021,533,36,23.8,14.4,"901",".391",".406",44.3,17.2,53.2,"102.539441104","96.093851969",29.4,43.9
"Andrus, Elvis",462101,2021,541,3,15,5.7,"693",".270",".308",34,2.1,34.8,"98.143821256","93.154317918",19.6,48.9
"Santana, Carlos",467793,2021,659,19,15.5,13.1,"1117",".294",".335",28,6.8,41.9,"100.529242479","94.571698094",22.3,43.4
"Lowrie, Jed",476704,2021,512,14,21.1,9.6,"791",".311",".343",36.5,9.3,45.9,"100.200115198","94.60925779",24.2,46.7
"Brantley Jr., Michael",488726,2021,508,8,10.4,6.5,"660",".347",".361",38.8,5.8,42.9,"99.686219375","94.187918365",10.9,45.6
"Gurriel Jr., Yuli",493329,2021,605,15,11.2,9.8,"886",".363",".326",31,3.4,42,"99.889790127","94.187271203",13.9,42.8
"Rojas, Miguel",500743,2021,539,9,13.7,6.9,"743",".311",".287",32.4,2.8,32.9,"96.919576095","92.460967976",19.3,45.7
"Escobar, Eduardo",500871,2021,599,28,20.7,8,"873",".334",".328",38,8.9,34.5,"98.233403679","93.168115165",23.9,49.5
"Pham, Tommy",502054,2021,561,15,22.8,13.9,"988",".318",".350",35.6,10,47.6,"101.782107886","95.261546371",23.6,38.2
"Martinez, J.D.",502110,2021,634,28,23.7,8.7,"831",".364",".374",41.2,12.5,49.4,"102.421753991","95.887919576",29.2,54.2
"Goldschmidt, Paul",502671,2021,679,31,20,9.9,"1023",".373",".397",36.9,13.6,50.6,"102.744108602","96.119572675",24.9,44.2
"Altuve, Jose",514888,2021,678,31,13.4,9.7,"870",".357",".332",32.1,6.4,35,"98.384760909","93.261160455",15.9,47.4
"Hernández, César",514917,2021,637,21,21.2,9.3,"903",".302",".311",32.6,6.8,33.2,"98.368510187","93.237272693",22,47.1
"Segura, Jean",516416,2021,567,14,13.8,6.9,"732",".338",".319",31.1,5.9,37.4,"99.697739358","93.921203784",17.3,48.7
"Marte, Starling",516782,2021,526,12,18.8,8.2,"700",".364",".347",32.6,8.4,39.6,"100.239516776","94.207705479",24.6,49.5
"Donaldson, Josh",518626,2021,543,26,21,13.6,"848",".353",".388",30.2,17.4,52.7,"104.204804343","97.023133829",27.6,45.2
"Freeman, Freddie",518692,2021,695,31,15.4,12.2,"1026",".379",".416",37.2,11.5,46.1,"101.764448826","95.351215951",21,51.2
"LeMahieu, DJ",518934,2021,679,10,13.8,10.8,"1007",".315",".340",33.3,3.7,43.5,"100.113305573","94.512956356",14.4,41.4
"Rizzo, Anthony",519203,2021,576,22,15.1,9,"796",".339",".347",31.4,7.7,41.1,"100.696655631","94.60294966",20.8,46.5
"Stanton, Giancarlo",519317,2021,579,35,27.1,10.9,"938",".370",".363",32.6,15.7,56.3,"108.657830625","99.263673807",32.6,44.2
"Perez, Salvador",521692,2021,665,48,25.6,4.2,"761",".359",".371",34.1,16.3,56.2,"104.087645903","97.05981185",33.7,58.9
"García, Avisaíl",541645,2021,515,29,23.5,7.4,"577",".346",".366",35.9,12.2,46.4,"102.661785607","95.672483217",33.7,58.1
"Villar, Jonathan",542340,2021,505,18,26.1,9.1,"723",".320",".307",29.9,7.4,34.9,"99.828691447","93.930594182",30.1,49.9
"Aguilar, Jesús",542583,2021,510,22,18.2,9,"763",".334",".334",34.7,8.5,41,"100.000025495","94.305900248",25.9,44.8
"Crawford, Brandon",543063,2021,549,24,19.1,10.2,"789",".377",".356",35.8,11.5,43.3,"99.818696492","94.078049948",29.3,51.7
"Cron, C.J.",543068,2021,547,28,21.4,11,"810",".383",".364",31.9,11.5,42,"101.733108492","94.934202465",27.4,47.1
"Grossman, Robbie",543257,2021,671,23,23.1,14.6,"1182",".337",".334",39.5,7.6,34.1,"97.650887745","92.935303661",21.6,38.4
"Harrison, Josh",543281,2021,558,8,13.4,5.6,"590",".325",".333",39.5,4.4,32.6,"97.20370125","92.65377125",18.8,55.4
"Hosmer, Eric",543333,2021,565,12,17.5,8.5,"784",".319",".326",26.6,5.8,47,"102.446751471","95.653349314",22.9,48.3
"Semien, Marcus",543760,2021,724,45,20.2,9.1,"1145",".368",".336",35.2,9.8,41.3,"99.347364664","93.999108178",21.5,45.1
"Grichuk, Randal",545341,2021,545,22,20.9,5,"678",".300",".297",30.4,8.5,41.1,"101.265902714","94.873053501",23.2,52.3
"Harper, Bryce",547180,2021,599,35,22.4,16.7,"976",".431",".430",38.9,18.1,49.7,"104.095508409","96.641756068",32,47.5
"Abreu, José",547989,2021,659,30,21.7,9.3,"923",".354",".349",31.2,10.2,49.3,"102.892077685","95.964420464",27.7,48.4
"Suárez, Eugenio",553993,2021,574,31,29.8,9.8,"951",".306",".326",33,15,39.8,"100.26923","94.340085339",29.5,42.7
"Schoop, Jonathan",570731,2021,674,22,19.7,5.5,"842",".324",".311",30.1,6.8,40.2,"101.189261968","94.661372435",24.7,52.5
"Arenado, Nolan",571448,2021,653,34,14.7,7.7,"901",".336",".311",34.1,6.7,37.5,"98.719642976","93.570965437",18.5,46.8
"Farmer, Kyle",571657,2021,529,16,18.3,4.2,"627",".316",".302",36,4.3,31.9,"97.545416308","92.888295077",20,49.9
"Haniger, Mitch",571745,2021,691,39,24.5,7.8,"1001",".340",".350",33.6,12.6,45.1,"100.90811287","94.762439739",29.8,46.6
"Hernández, Enrique",571771,2021,585,20,18.8,10.4,"880",".338",".346",36.5,8.4,43.2,"99.999080443","94.357513827",23.5,44.6
"Muncy, Max",571970,2021,592,36,20.3,14,"1032",".379",".407",34.9,16.1,46.6,"102.0590325","95.545324574",23.4,37.6
"Seager, Kyle",572122,2021,670,35,24,8.8,"935",".308",".319",35.7,12.3,40.1,"99.68216","94.062280564",29.7,49.6
"Taylor, Michael A.",572191,2021,528,12,27.3,6.3,"740",".286",".300",30.6,6.6,40.2,"100.404271228","94.393365396",31.2,51.9
"Yastrzemski, Mike",573262,2021,532,25,24.6,9.6,"790",".326",".318",33.1,10.3,39.3,"99.157264671","93.794353174",24.2,45.9
"Iglesias, Jose",578428,2021,511,9,14.7,4.1,"523",".304",".297",35.5,3.4,28.6,"96.57281701","92.297143784",18.9,55
"Bryant, Kris",592178,2021,586,25,23,10.6,"845",".356",".346",37.1,10.3,40,"99.222537","93.821051447",28,48.7
"Canha, Mark",592192,2021,625,17,20.5,12.3,"1032",".333",".332",36.1,7.1,35.4,"97.938321269","93.004303181",21.5,40.5
"Castellanos, Nick",592206,2021,585,34,20.7,7,"747",".391",".374",44,10.6,46.9,"101.478243413","95.160421779",30.7,55
"Judge, Aaron",592450,2021,633,39,25,11.8,"1075",".387",".418",38.5,17.6,58.4,"107.090197563","98.864780584",29.1,42.5
"Machado, Manny",592518,2021,640,28,15.9,9.8,"819",".350",".376",33.8,13.3,52.2,"104.861270593","97.161278811",23,48
"Realmuto, J.T.",592663,2021,537,17,24,8.9,"753",".336",".329",31.2,8.6,44.7,"101.300227486","94.997809341",27,49.5
"Renfroe, Hunter",592669,2021,572,31,22.7,7.7,"767",".344",".354",32.7,14.4,44.3,"102.674148889","95.514085899",25.9,48.2
"Merrifield, Whit",593160,2021,720,10,14.3,5.6,"911",".306",".301",40,3.5,28.8,"96.198273099","92.10313669",18.3,50
"Bogaerts, Xander",593428,2021,603,23,18.7,10.3,"899",".368",".359",36.4,9.7,43,"100.949849336","94.630657583",22,45.7
"Polanco, Jorge",593871,2021,644,33,18.3,7,"871",".349",".348",36.1,10.1,37.4,"99.644968803","94.059153897",19.7,49.5
"Sanó, Miguel",593934,2021,532,30,34.4,11.1,"870",".332",".322",32.3,17.7,55.9,"105.463960417","97.768462404",38.2,44.6
"Duvall, Adam",594807,2021,555,38,31.4,6.3,"717",".324",".330",33.3,16.1,43.9,"101.576989532","95.059923684",29.3,50
"Báez, Javier",595879,2021,547,31,33.6,5.1,"671",".344",".321",32.7,13.4,45.2,"102.100878994","95.40051456",40.6,56.9
"Lindor, Francisco",596019,2021,524,20,18.3,11.1,"809",".317",".344",35.6,8.2,44.1,"100.654597006","94.782827712",23.2,47.4
"Story, Trevor",596115,2021,595,24,23.4,8.9,"878",".341",".335",34.2,9.9,42.6,"100.826442959","94.729589592",27.4,50.8
"Candelario, Jeimer",600869,2021,626,16,21.6,10.4,"939",".344",".356",38.6,9,39.1,"99.820428626","94.030826508",23.5,47.6
"Bell, Josh",605137,2021,568,27,17.8,11.4,"877",".352",".367",28.5,8.8,52,"103.31235455","96.348443033",24.1,46.7
"Betts, Mookie",605141,2021,550,23,15.6,12.4,"896",".365",".357",34,7.8,41,"99.139157135","94.102277154",16.8,40.4
"Tapia, Raimel",606132,2021,533,6,13.1,7.5,"643",".305",".273",19.9,2.1,31.5,"96.953380048","92.476739258",14.7,51.2
"Hernández, Teoscar",606192,2021,595,32,24.9,6.1,"817",".369",".370",37.4,13.9,49,"103.3032702","96.169584775",31.8,51.8
"Turner, Trea",607208,2021,646,28,17,6.3,"867",".386",".364",34.6,7.4,46.2,"101.311622295","94.938968542",23,49.2
"Ramírez, José",608070,2021,636,36,13.7,11.3,"1056",".372",".376",33.4,11.1,42.4,"100.831039528","94.777982232",14.9,43
"Gallo, Joey",608336,2021,616,38,34.6,18,"1142",".348",".352",29.4,18.5,45.8,"103.455349562","96.100400474",38.8,40.4
"Swanson, Dansby",621020,2021,653,27,25.6,8,"952",".322",".332",36.8,11.4,42.7,"99.888272056","94.152698735",30.4,48.1
"Newman, Kevin",621028,2021,554,5,7.4,4.9,"667",".249",".275",32,1.6,26,"95.837500212","91.93298839",12.1,44.9
"Taylor, Chris",621035,2021,582,20,28.7,10.8,"940",".338",".329",38.1,10.2,38.1,"99.754756176","93.990311298",32.8,45.6
"Correa, Carlos",621043,2021,640,26,18.1,11.7,"1003",".364",".369",33.5,9.4,42.7,"101.559240852","95.042767326",20.9,42.1
"Olson, Matt",621566,2021,673,39,16.8,13.1,"1096",".379",".378",32.4,12.7,48.8,"102.889106926","95.968662554",23.1,47
"Alonso, Pete",624413,2021,637,37,19.9,9.4,"848",".363",".377",34.5,14.8,47.3,"103.709055662","96.163804165",24.9,49.3
"Frazier, Adam",624428,2021,639,5,10.8,7.5,"833",".341",".324",38.9,1,25.2,"94.770636087","91.395336317",12.4,47.6
"Soler, Jorge",624585,2021,602,27,23.6,11.1,"974",".323",".359",30.9,12.7,47,"103.589178942","96.139729418",29.2,44.8
"Cronenworth, Jake",630105,2021,643,21,14,8.6,"893",".341",".344",35.8,7.2,35,"98.727004664","93.509905895",13.7,43.2
"Meadows, Austin",640457,2021,591,27,20.6,10,"901",".327",".326",36.1,8.7,37.9,"99.236473035","93.763605871",24.4,46.7
"Anderson, Tim",641313,2021,551,17,21.6,4,"638",".345",".324",32.5,7.8,42.3,"100.468994726","94.526930721",25.9,57.8
"Crawford, J.P.",641487,2021,687,9,16.6,8.4,"1036",".314",".298",34.3,2.4,30.6,"97.337774462","92.671236474",15.5,44.2
"Dozier, Hunter",641531,2021,543,16,28.4,7.9,"744",".293",".299",33,8.8,42.2,"100.920294588","94.659477906",32.4,48.8
"Mancini III, Trey",641820,2021,616,21,23.2,8.3,"905",".326",".341",36,10.4,42,"101.505868937","94.869304891",29.6,47
"McMahon, Ryan",641857,2021,596,23,24.7,9.9,"900",".334",".325",40.2,7.3,43.5,"100.810510524","94.736908351",29.2,48.8
"O'Neill, Tyler",641933,2021,537,34,31.3,7.1,"736",".384",".389",39.9,17.9,52.2,"104.172238365","97.016212516",34.7,49.8
"Rosario, Amed",642708,2021,588,11,20.4,5.3,"692",".315",".300",32,2.8,43.5,"100.03613414","94.229745093",24.8,48.9
"Adames, Willy",642715,2021,555,25,28.1,10.3,"827",".349",".325",35.1,11.4,44.7,"100.71382731","94.667554152",32.6,48.9
"Benintendi, Andrew",643217,2021,538,17,18,6.7,"704",".328",".331",38.5,8.9,43.2,"98.80441545","93.810618421",22.5,52.5
"Kiner-Falefa, Isiah",643396,2021,677,8,13.3,4.1,"799",".293",".292",31.6,1.8,28.8,"96.328326447","92.167027033",14.5,46.5
"Albies, Ozzie",645277,2021,686,30,18.7,6.9,"898",".336",".329",37,9.3,37.2,"98.68556664","93.56121501",24.9,56.8
"Devers, Rafael",646240,2021,664,38,21.5,9.3,"890",".373",".394",35.2,15,51.8,"104.101831156","96.761008486",27.7,53.6
"Urías, Luis",649966,2021,570,23,20.4,11.1,"837",".340",".333",34.9,9.3,40.5,"99.110538783","93.797357825",22.8,46.3
"Torres, Gleyber",650402,2021,516,9,20.2,9.7,"790",".307",".331",37.1,7.8,35.7,"98.748265196","93.463817961",26.3,46.7
"Díaz, Yandy",650490,2021,541,13,15.7,12.8,"819",".325",".332",28.9,7,40.6,"101.639064531","95.019968229",19.3,42.6
"Chapman, Matt",656305,2021,622,27,32.5,12.9,"1027",".311",".321",32.1,13.7,41.7,"101.114826012","94.75382",32.7,44.6
"Mullins II, Cedric",656775,2021,675,30,18.5,8.7,"943",".372",".344",35.7,8.1,39.4,"99.369452076","93.977727373",20.8,46.3
"Smith, Pavin",656976,2021,545,11,19.4,7.7,"757",".318",".312",33.6,5.1,42.7,"100.06822449","94.188626913",17.3,42.1
"Verdugo, Alex",657077,2021,604,13,15.9,8.4,"847",".334",".342",34.9,7.3,43.3,"100.363833673","94.50134427",17.7,44.7
"Moncada, Yoán",660162,2021,616,14,25.5,13.6,"1030",".347",".353",40,8.2,41.2,"100.949227444","94.870101083",28.1,42.6
"Ohtani, Shohei",660271,2021,639,46,29.6,15,"1032",".393",".408",35.4,22.3,53.6,"105.900177151","97.802022297",35.1,45.8
"Riley, Austin",663586,2021,662,33,25.4,7.9,"935",".379",".366",36.5,13.3,45.6,"102.871134252","95.650249087",28.3,50.2
"Mountcastle, Ryan",663624,2021,586,33,27.5,7,"754",".335",".326",38.9,11.8,39.7,"100.499725842","94.394270947",31.6,55.1
"Tucker, Kyle",663656,2021,567,30,15.9,9.3,"810",".383",".396",42,11.6,47.5,"100.838759238","95.0535942",20.3,52.5
"India, Jonathan",663697,2021,631,21,22.3,11.3,"1048",".363",".352",33.6,9.6,38.6,"99.492120758","93.903783494",25.1,39
"Grisham, Trent",663757,2021,527,15,22.6,10.2,"873",".320",".309",31,5.2,36.8,"99.288052118","93.873059115",21.7,40.5
"Lowe, Nathaniel",663993,2021,642,18,25.2,12.5,"1038",".337",".323",31.4,9.5,45.5,"101.920030352","95.281020854",23.5,44.7
"Happ, Ian",664023,2021,535,25,29.2,11.6,"881",".328",".317",30.8,10.9,41.3,"100.682785163","94.566082557",32.3,43.9
"France, Ty",664034,2021,650,18,16.3,7.1,"854",".353",".346",35.9,6.8,38.9,"99.630842766","93.91855583",19.1,50.3
"Lowe, Brandon",664040,2021,615,39,27.2,11.1,"858",".363",".357",37.2,14,43.1,"100.943196413","94.724953913",32.8,52.5
"Fletcher, David",664058,2021,665,2,9,4.7,"708",".273",".280",30.4,0,15.7,"92.661183488","90.514600036",9.5,46.5
"Straw, Myles",664702,2021,638,4,19,10.5,"1011",".311",".303",42.6,1.3,26.2,"95.725614253","91.886357172",13.6,40.4
"Walsh, Jared",665120,2021,585,29,26,8.2,"796",".357",".326",33.6,11.3,41.3,"101.660333632","94.949250264",26.1,49.3
"Tatis Jr., Fernando",665487,2021,546,42,28,11.4,"821",".403",".407",33.1,21.3,55.6,"105.698422927","97.793088537",34.8,51.5
"Guerrero Jr., Vladimir",665489,2021,698,48,15.8,12.3,"1005",".419",".421",33.7,15.1,55.2,"106.811861538","98.446351968",27.8,47.3
"Soto, Juan",665742,2021,654,29,14.2,22.2,"1171",".420",".429",29.7,13.3,52.7,"104.58028599","97.062348402",20,35
"Chisholm Jr., Jazz",665862,2021,507,18,28.6,6.7,"697",".312",".307",29,9,42,"100.832046938","94.723985799",29.9,47.2
"Bichette, Bo",666182,2021,690,29,19.9,5.8,"831",".354",".355",33.5,9.9,47.5,"102.637648103","95.817675415",22.3,57.8
"Carlson, Dylan",666185,2021,619,18,24.6,9.2,"954",".336",".322",40.6,7,31.1,"97.425225408","92.83641898",27.9,45
"García, Adolis",666969,2021,622,31,31.2,5.1,"823",".314",".299",29.4,11.5,45.5,"101.116772974","95.023074923",34.2,54.1
"Gurriel Jr., Lourdes",666971,2021,541,21,18.9,5.9,"682",".333",".339",35.8,9.6,43,"100.4470094","94.556565915",24.2,50.9
"Arozarena, Randy",668227,2021,604,20,28.1,9.3,"959",".350",".304",29.7,8.2,42.3,"101.268214833","94.942033565",32.6,44.2
"Reynolds, Bryan",668804,2021,646,24,18.4,11.6,"970",".385",".386",39.9,10.4,40.8,"100.899979412","94.776504943",23.9,48.9
"Rojas, Josh",668942,2021,550,11,24.9,10.5,"876",".327",".295",40.7,4.8,31.1,"97.144273046","92.673279109",23.6,42.2
"Edman, Tommy",669242,2021,691,11,13.7,5.5,"895",".301",".316",31.5,4.2,35.1,"98.07999625","93.108010092",14.9,47.4
"Solak, Nick",669256,2021,511,11,20.9,6.7,"721",".299",".299",29.3,6.5,33.5,"98.209109143","93.137323639",24.8,46
"Hays, Austin",669720,2021,529,22,20.2,5.3,"684",".328",".316",32.2,9.1,39.2,"99.72384466","93.967000942",24.6,46.4
"Lopez, Nicky",670032,2021,565,2,13.1,8.7,"762",".329",".283",27.6,0.7,26.9,"95.857798365","91.988841157",15.7,45.1
"Alvarez, Yordan",670541,2021,598,33,24.2,8.4,"899",".369",".386",37.2,15.9,54.2,"104.437748426","97.123948655",22.7,43.1
"Cruz Jr., Nelson",443558,2022,507,10,23.5,9.7,"727",".292",".320",28,9.3,46.1,"102.29838061","95.468978262",32,50.8
"Blackmon, Charlie",453568,2022,577,16,18.9,5.5,"700",".317",".301",36.7,4.4,30.6,"97.426435333","92.732128429",21.4,51.5
"McCutchen, Andrew",457705,2022,580,17,21.4,9.8,"915",".309",".325",36.2,8.6,40,"99.92693269","94.143160838",24.2,44.9
"Turner, Justin",457759,2022,532,13,16.7,9.4,"795",".343",".339",40.6,8,40.6,"99.002545648","93.736858523",20.3,48.2
"Andrus, Elvis",462101,2022,577,17,15.9,6.8,"809",".310",".293",29.1,4.5,34.8,"98.336003699","93.236647643",21.4,45.6
"Santana, Carlos",467793,2022,506,19,17.4,14,"819",".308",".352",31.6,9.3,44.9,"100.993708488","94.851060233",21.3,42.6
"Gurriel Jr., Yuli",493329,2022,584,8,12.5,5.1,"691",".285",".271",30.3,1.9,35.6,"98.291200127","93.270425297",14.3,48.5
"Rojas, Miguel",500743,2022,507,6,12,5.1,"621",".268",".289",33.1,1.9,27.1,"96.249960631","92.126001845",15.8,47.9
"Escobar, Eduardo",500871,2022,542,20,23.8,7.4,"691",".311",".314",38.7,9.4,37.6,"99.290072903","93.799689784",27.7,52.4
"Pham, Tommy",502054,2022,622,17,26.8,9,"933",".304",".311",33.2,7.9,48.5,"102.514437436","95.778101436",26,42
"Martinez, J.D.",502110,2022,596,16,24.3,8.7,"860",".343",".349",42,12.5,41.7,"100.92394699","94.707836352",30.1,51.9
"Goldschmidt, Paul",502671,2022,651,35,21.7,12.1,"1045",".419",".367",31.8,11.6,47.4,"102.244608246","95.440152299",26.8,41.7
"Altuve, Jose",514888,2022,604,28,14.4,10.9,"887",".397",".354",35.4,7.7,29.7,"97.300246419","92.671072541",16.3,44.3
"Hernández, César",514917,2022,617,1,18.5,7.3,"872",".283",".290",33.3,2.4,29.7,"96.449267051","92.257329931",21,47.5
"Marte, Starling",516782,2022,505,16,19.2,5.1,"643",".355",".336",38.5,6.8,33.9,"99.153544837","93.595179373",24.3,49.8
"Donaldson, Josh",518626,2022,546,15,27.1,9.9,"798",".302",".299",34.8,9.8,43.3,"100.977600417","94.867949761",33.3,47.3
"Freeman, Freddie",518692,2022,708,21,14.4,11.9,"1061",".393",".403",42.9,9.9,47.8,"100.761588016","95.094269494",19.5,49.3
"LeMahieu, DJ",518934,2022,541,12,13.1,12.4,"787",".329",".344",32.8,5.3,41.1,"99.499628485","94.048075494",15.7,39.5
"Rizzo, Anthony",519203,2022,548,32,18.4,10.6,"783",".352",".349",33.9,10.9,40.8,"99.612268626","94.102554011",22.8,46.1
"Flores, Wilmer",527038,2022,602,19,17.1,9.8,"877",".312",".310",35.7,6.3,35.4,"97.672013814","92.963528089",18.9,45.6
"Ozuna, Marcell",542303,2022,507,23,24.1,6.1,"708",".298",".334",31.8,13.1,43.8,"101.775141886","95.035047714",28.7,49.4
"Aguilar, Jesús",542583,2022,507,16,23.5,5.5,"690",".288",".298",39.7,6.9,36,"98.459753543","93.301003066",27,49.5
"Cron, C.J.",543068,2022,632,29,25.9,6.8,"868",".335",".320",36.8,10.8,42.3,"101.410198894","94.867484771",24.3,47.7
"Semien, Marcus",543760,2022,724,26,16.6,7.3,"1032",".317",".306",32.4,6.8,34.9,"97.838624343","93.00847117",20.6,47.2
"Springer III, George",543807,2022,583,25,17.2,9.3,"817",".352",".342",31.8,8.4,42.3,"101.320507081","94.768491799",28.2,50.9
"Grichuk, Randal",545341,2022,538,19,23.6,4.5,"667",".315",".281",27.3,6.8,43.6,"101.601495926","95.066145714",24.7,50.6
"Abreu, José",547989,2022,679,15,16.2,9.1,"984",".361",".373",34.5,9.5,51.8,"102.953606518","96.20270568",23.2,47.3
"Suárez, Eugenio",553993,2022,629,31,31.2,11.6,"1038",".344",".339",36.4,14.8,43.5,"100.691818466","94.681885812",33.1,41.8
"Urshela, Gio",570482,2022,551,13,17.4,7.4,"652",".332",".323",38.6,7,37.6,"99.120552402","93.736875907",21.4,53.1
"Schoop, Jonathan",570731,2022,510,11,21,3.7,"556",".245",".268",29.1,4.8,38.6,"99.967628556","93.993791257",28.2,55.5
"Arenado, Nolan",571448,2022,620,30,11.6,8.4,"841",".381",".339",35.4,8.2,38.9,"99.558566721","93.952810862",19.1,48.4
"Farmer, Kyle",571657,2022,583,14,17,5.7,"698",".309",".311",37.7,4.4,33.8,"97.050252093","92.534027326",19.4,50.3
"Muncy, Max",571970,2022,565,21,25,15.9,"1000",".318",".339",34.3,13.4,45.6,"100.488456196","94.680756043",26.1,38.6
"Pollock, AJ",572041,2022,527,14,18.6,6.1,"618",".297",".317",32.9,9.4,42,"100.414319188","94.34853632",24.7,53.6
"Voit III, Luke",572228,2022,568,22,31.5,9.7,"848",".311",".322",34.6,14.7,44.3,"101.411871585","94.98573844",37.6,52
"Walker, Christian",572233,2022,667,36,19.6,10.3,"1003",".346",".359",33.3,11.5,44,"101.466371179","95.00141326",24.6,44.7
"Yastrzemski, Mike",573262,2022,558,17,25.3,10.9,"902",".307",".314",36.2,11.1,42.5,"99.830966069","94.251098237",22.7,42.9
"Canha, Mark",592192,2022,542,13,17.9,8.9,"803",".343",".323",32.2,4.9,36.6,"98.317698315","93.261380654",22.2,42.9
